Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01005288.1, Total Length: 26088
Chromosome: PYGN01012797.1, Total Length: 1527
Chromosome: PYGN01007619.1, Total Length: 9661
Chromosome: PYGN01000281.1, Total Length: 1505441
Chromosome: PYGN01021374.1, Total Length: 1179
Chromosome: PYGN01007450.1, Total Length: 9470
Chromosome: PYGN01010210.1, Total Length: 7382
Chromosome: PYGN01007714.1, Total Length: 7049
Chromosome: PYGN01004957.1, Total Length: 15489
Chromosome: PYGN01004860.1, Total Length: 18353
Chromosome: PYGN01009796.1, Total Length: 6887
Chromosome: PYGN01002456.1, Total Length: 101567
Chromosome: PYGN01002709.1, Total Length: 48058
Chromosome: PYGN01009519.1, Total Length: 6972
Chromosome: PYGN01005805.1, Total Length: 11331
Chromosome: PYGN01002274.1, Total Length: 75066
Chromosome: PYGN01019854.1, Total Length: 1908
Chromosome: PYGN01007284.1, Total Length: 8700
Chromosome: PYGN01021951.1, Total Length: 1906
Chromosome: PYGN01002032.1, Total Length: 256388
Chromosome: PYGN01002785.1, Total Length: 66830
Chromosome: PYGN01019565.1, Total Length: 1403
Chromosome: PYGN01004596.1, Total Length: 34778
Chromosome: PYGN01007618.1, Total Length: 9538
Chromosome: PYGN01008048.1, Total Length: 8203
Chromosome: PYGN01012498.1, Total Length: 3389
Chromosome: PYGN01004902.1, Total Length: 11039
Chromosome: PYGN01000583.1, Total Length: 754898
Chromosome: PYGN01014170.1, Total Length: 7983
Chromosome: PYGN01012814.1, Total Length: 2368
Chromosome: PYGN01018469.1, Total Length: 2382
Chromosome: PYGN01000453.1, Total Length: 579605
Chromosome: PYGN01001569.1, Total Length: 216586
Chromosome: PYGN01002278.1, Total Length: 67749
Chromosome: PYGN01004242.1, Total Length: 13996
Chromosome: PYGN01006607.1, Total Length: 8840
Chromosome: PYGN01000657.1, Total Length: 796085
Chromosome: PYGN01006937.1, Total Length: 13078
Chromosome: PYGN01024790.1, Total Length: 2506
Chromosome: PYGN01009671.1, Total Length: 10044
Chromosome: PYGN01005108.1, Total Length: 9748
Chromosome: PYGN01006616.1, Total Length: 10720
Chromosome: PYGN01003221.1, Total Length: 11243
Chromosome: PYGN01016572.1, Total Length: 3143
Chromosome: PYGN01007796.1, Total Length: 8975
Chromosome: PYGN01001226.1, Total Length: 502633
Chromosome: PYGN01001713.1, Total Length: 442020
Chromosome: PYGN01018967.1, Total Length: 1088
Chromosome: PYGN01009934.1, Total Length: 7745
Chromosome: PYGN01016163.1, Total Length: 4750
Chromosome: PYGN01005156.1, Total Length: 18274
Chromosome: PYGN01000979.1, Total Length: 566160
Chromosome: PYGN01004103.1, Total Length: 19656
Chromosome: PYGN01010491.1, Total Length: 5727
Chromosome: PYGN01018735.1, Total Length: 1014
Chromosome: PYGN01006847.1, Total Length: 9188
Chromosome: PYGN01010214.1, Total Length: 6856
Chromosome: PYGN01018619.1, Total Length: 1081
Chromosome: PYGN01021842.1, Total Length: 940
Chromosome: PYGN01020647.1, Total Length: 1018
Chromosome: PYGN01005125.1, Total Length: 10042
Chromosome: PYGN01005262.1, Total Length: 17536
Chromosome: PYGN01011362.1, Total Length: 4462
Chromosome: PYGN01010336.1, Total Length: 6496
Chromosome: PYGN01014410.1, Total Length: 3148
Chromosome: PYGN01024538.1, Total Length: 1362
Chromosome: PYGN01015447.1, Total Length: 3802
Chromosome: PYGN01000248.1, Total Length: 1003108
Chromosome: PYGN01012220.1, Total Length: 4179
Chromosome: PYGN01018989.1, Total Length: 1103
Chromosome: PYGN01004456.1, Total Length: 9548
Chromosome: PYGN01020037.1, Total Length: 1180
Chromosome: PYGN01019889.1, Total Length: 1148
Chromosome: PYGN01000228.1, Total Length: 1590259
Chromosome: PYGN01008148.1, Total Length: 5820
Chromosome: PYGN01002452.1, Total Length: 84418
Chromosome: PYGN01017203.1, Total Length: 4469
Chromosome: PYGN01009527.1, Total Length: 5091
Chromosome: PYGN01012477.1, Total Length: 3735
Chromosome: PYGN01001117.1, Total Length: 619300
Chromosome: PYGN01015112.1, Total Length: 3547
Chromosome: PYGN01013257.1, Total Length: 3780
Chromosome: PYGN01013259.1, Total Length: 3950
Chromosome: PYGN01016562.1, Total Length: 4312
Chromosome: PYGN01001242.1, Total Length: 167261
Chromosome: PYGN01021179.1, Total Length: 1511
Chromosome: PYGN01016766.1, Total Length: 3795
Chromosome: PYGN01008215.1, Total Length: 5675
Chromosome: PYGN01024624.1, Total Length: 877
Chromosome: PYGN01008464.1, Total Length: 7668
Chromosome: PYGN01001548.1, Total Length: 126116
Chromosome: PYGN01001507.1, Total Length: 275802
Chromosome: PYGN01018505.1, Total Length: 1415
Chromosome: PYGN01006886.1, Total Length: 12668
Chromosome: PYGN01020175.1, Total Length: 1386
Chromosome: PYGN01010806.1, Total Length: 6650
Chromosome: PYGN01002406.1, Total Length: 108744
Chromosome: PYGN01006588.1, Total Length: 5077
Chromosome: PYGN01006204.1, Total Length: 6341
Chromosome: PYGN01024085.1, Total Length: 2164
Chromosome: PYGN01016219.1, Total Length: 1373
Chromosome: PYGN01012354.1, Total Length: 7104
Chromosome: PYGN01015792.1, Total Length: 2564
Chromosome: PYGN01017228.1, Total Length: 2748
Chromosome: PYGN01015770.1, Total Length: 5444
Chromosome: PYGN01024176.1, Total Length: 1521
Chromosome: PYGN01014777.1, Total Length: 2862
Chromosome: PYGN01009682.1, Total Length: 3674
Chromosome: PYGN01022298.1, Total Length: 1489
Chromosome: PYGN01022713.1, Total Length: 1166
Chromosome: PYGN01017733.1, Total Length: 3820
Chromosome: PYGN01024261.1, Total Length: 1309
Chromosome: PYGN01010661.1, Total Length: 10513
Chromosome: PYGN01002383.1, Total Length: 123462
Chromosome: PYGN01015969.1, Total Length: 4066
Chromosome: PYGN01008824.1, Total Length: 10319
Chromosome: PYGN01019278.1, Total Length: 1143
Chromosome: PYGN01020262.1, Total Length: 1092
Chromosome: PYGN01007224.1, Total Length: 7401
Chromosome: PYGN01022615.1, Total Length: 2703
Chromosome: PYGN01000401.1, Total Length: 1415828
Chromosome: PYGN01016443.1, Total Length: 9546
Chromosome: PYGN01012306.1, Total Length: 6754
Chromosome: PYGN01012273.1, Total Length: 3715
Chromosome: PYGN01021872.1, Total Length: 1400
Chromosome: PYGN01013691.1, Total Length: 3935
Chromosome: PYGN01019231.1, Total Length: 1314
Chromosome: PYGN01008299.1, Total Length: 16344
Chromosome: PYGN01022040.1, Total Length: 1348
Chromosome: PYGN01000510.1, Total Length: 941181
Chromosome: PYGN01024242.1, Total Length: 1053
Chromosome: PYGN01005748.1, Total Length: 12280
Chromosome: PYGN01002418.1, Total Length: 88042
Chromosome: PYGN01024368.1, Total Length: 1157
Chromosome: PYGN01000095.1, Total Length: 1800565
Chromosome: PYGN01007673.1, Total Length: 7781
Chromosome: PYGN01021071.1, Total Length: 1761
Chromosome: PYGN01020506.1, Total Length: 970
Chromosome: PYGN01023021.1, Total Length: 3583
Chromosome: PYGN01009238.1, Total Length: 8510
Chromosome: PYGN01020153.1, Total Length: 1119
Chromosome: PYGN01007045.1, Total Length: 8690
Chromosome: PYGN01020004.1, Total Length: 1160
Chromosome: PYGN01024561.1, Total Length: 1475
Chromosome: PYGN01000594.1, Total Length: 849334
Chromosome: PYGN01006773.1, Total Length: 7419
Chromosome: PYGN01012609.1, Total Length: 3972
Chromosome: PYGN01022613.1, Total Length: 1105
Chromosome: PYGN01007984.1, Total Length: 3647
Chromosome: PYGN01024436.1, Total Length: 8131
Chromosome: PYGN01024656.1, Total Length: 1710
Chromosome: PYGN01014796.1, Total Length: 3430
Chromosome: PYGN01011842.1, Total Length: 3416
Chromosome: PYGN01020082.1, Total Length: 4725
Chromosome: PYGN01005927.1, Total Length: 6916
Chromosome: PYGN01018530.1, Total Length: 1697
Chromosome: PYGN01005967.1, Total Length: 14121
Chromosome: PYGN01001978.1, Total Length: 197051
Chromosome: PYGN01020152.1, Total Length: 1578
Chromosome: PYGN01008935.1, Total Length: 7764
Chromosome: PYGN01020146.1, Total Length: 1178
Chromosome: PYGN01022838.1, Total Length: 1114
Chromosome: PYGN01014727.1, Total Length: 3878
Chromosome: PYGN01001605.1, Total Length: 243614
Chromosome: PYGN01020172.1, Total Length: 1013
Chromosome: PYGN01004254.1, Total Length: 8686
Chromosome: PYGN01021989.1, Total Length: 1411
Chromosome: PYGN01009532.1, Total Length: 6769
Chromosome: PYGN01005907.1, Total Length: 13226
Chromosome: PYGN01015190.1, Total Length: 18484
Chromosome: PYGN01022326.1, Total Length: 1158
Chromosome: PYGN01006997.1, Total Length: 12554
Chromosome: PYGN01001900.1, Total Length: 334147
Chromosome: PYGN01014178.1, Total Length: 3450
Chromosome: PYGN01010209.1, Total Length: 2789
Chromosome: PYGN01010086.1, Total Length: 8958
Chromosome: PYGN01001004.1, Total Length: 412283
Chromosome: PYGN01024532.1, Total Length: 1217
Chromosome: PYGN01005176.1, Total Length: 17421
Chromosome: PYGN01013566.1, Total Length: 2149
Chromosome: PYGN01004396.1, Total Length: 13686
Chromosome: PYGN01013812.1, Total Length: 1696
Chromosome: PYGN01014305.1, Total Length: 2582
Chromosome: PYGN01017152.1, Total Length: 5259
Chromosome: PYGN01020029.1, Total Length: 1330
Chromosome: PYGN01004778.1, Total Length: 11300
Chromosome: PYGN01008601.1, Total Length: 9478
Chromosome: PYGN01007985.1, Total Length: 4792
Chromosome: PYGN01004193.1, Total Length: 27827
Chromosome: PYGN01013019.1, Total Length: 1893
Chromosome: PYGN01018356.1, Total Length: 4993
Chromosome: PYGN01022136.1, Total Length: 1113
Chromosome: PYGN01014559.1, Total Length: 5177
Chromosome: PYGN01004592.1, Total Length: 20199
Chromosome: PYGN01019255.1, Total Length: 1706
Chromosome: PYGN01002542.1, Total Length: 78759
Chromosome: PYGN01009455.1, Total Length: 6192
Chromosome: PYGN01013474.1, Total Length: 3437
Chromosome: PYGN01018355.1, Total Length: 1198
Chromosome: PYGN01007087.1, Total Length: 425276
Chromosome: PYGN01018079.1, Total Length: 1472
Chromosome: PYGN01024455.1, Total Length: 2164
Chromosome: PYGN01019276.1, Total Length: 1441
Chromosome: PYGN01023700.1, Total Length: 1503
Chromosome: PYGN01016961.1, Total Length: 4123
Chromosome: PYGN01002426.1, Total Length: 23901
Chromosome: PYGN01010136.1, Total Length: 6877
Chromosome: PYGN01017390.1, Total Length: 1762
Chromosome: PYGN01017194.1, Total Length: 1253
Chromosome: PYGN01000458.1, Total Length: 880235
Chromosome: PYGN01020569.1, Total Length: 1397
Chromosome: PYGN01021466.1, Total Length: 1385
Chromosome: PYGN01023334.1, Total Length: 2034
Chromosome: PYGN01010154.1, Total Length: 6645
Chromosome: PYGN01006596.1, Total Length: 8352
Chromosome: PYGN01001687.1, Total Length: 365970
Chromosome: PYGN01013233.1, Total Length: 3132
Chromosome: PYGN01000703.1, Total Length: 601194
Chromosome: PYGN01009546.1, Total Length: 6514
Chromosome: PYGN01021433.1, Total Length: 1248
Chromosome: PYGN01023435.1, Total Length: 1914
Chromosome: PYGN01009054.1, Total Length: 6607
Chromosome: PYGN01012332.1, Total Length: 4903
Chromosome: PYGN01022162.1, Total Length: 1072
Chromosome: PYGN01002116.1, Total Length: 148724
Chromosome: PYGN01022012.1, Total Length: 1678
Chromosome: PYGN01006294.1, Total Length: 15533
Chromosome: PYGN01016058.1, Total Length: 3188
Chromosome: PYGN01018035.1, Total Length: 1667
Chromosome: PYGN01005279.1, Total Length: 10675
Chromosome: PYGN01024200.1, Total Length: 1284
Chromosome: PYGN01007308.1, Total Length: 10040
Chromosome: PYGN01014526.1, Total Length: 2353
Chromosome: PYGN01005408.1, Total Length: 6572
Chromosome: PYGN01011332.1, Total Length: 4717
Chromosome: PYGN01000239.1, Total Length: 751310
Chromosome: PYGN01000519.1, Total Length: 616563
Chromosome: PYGN01008673.1, Total Length: 7676
Chromosome: PYGN01003105.1, Total Length: 55357
Chromosome: PYGN01023574.1, Total Length: 1360
Chromosome: PYGN01004390.1, Total Length: 11271
Chromosome: PYGN01019189.1, Total Length: 3727
Chromosome: PYGN01013762.1, Total Length: 7998
Chromosome: PYGN01011334.1, Total Length: 8853
Chromosome: PYGN01023644.1, Total Length: 2729
Chromosome: PYGN01011713.1, Total Length: 7261
Chromosome: PYGN01001359.1, Total Length: 184968
Chromosome: PYGN01003083.1, Total Length: 39991
Chromosome: PYGN01018857.1, Total Length: 1146
Chromosome: PYGN01011964.1, Total Length: 7668
Chromosome: PYGN01014415.1, Total Length: 3679
Chromosome: PYGN01018582.1, Total Length: 1391
Chromosome: PYGN01007502.1, Total Length: 3895
Chromosome: PYGN01004245.1, Total Length: 10875
Chromosome: PYGN01012603.1, Total Length: 2230
Chromosome: PYGN01009268.1, Total Length: 6951
Chromosome: PYGN01001260.1, Total Length: 671799
Chromosome: PYGN01005639.1, Total Length: 8000
Chromosome: PYGN01016908.1, Total Length: 3707
Chromosome: PYGN01005013.1, Total Length: 14769
Chromosome: PYGN01002470.1, Total Length: 115020
Chromosome: PYGN01014122.1, Total Length: 3465
Chromosome: PYGN01023373.1, Total Length: 1218
Chromosome: PYGN01021046.1, Total Length: 1325
Chromosome: PYGN01019192.1, Total Length: 1935
Chromosome: PYGN01010700.1, Total Length: 7240
Chromosome: PYGN01009100.1, Total Length: 3744
Chromosome: PYGN01020342.1, Total Length: 1300
Chromosome: PYGN01017052.1, Total Length: 3228
Chromosome: PYGN01019757.1, Total Length: 1290
Chromosome: PYGN01003315.1, Total Length: 26541
Chromosome: PYGN01010966.1, Total Length: 3241
Chromosome: PYGN01013483.1, Total Length: 4208
Chromosome: PYGN01012783.1, Total Length: 3026
Chromosome: PYGN01001958.1, Total Length: 90789
Chromosome: PYGN01021614.1, Total Length: 1691
Chromosome: PYGN01018094.1, Total Length: 1050
Chromosome: PYGN01008055.1, Total Length: 9523
Chromosome: PYGN01012597.1, Total Length: 5474
Chromosome: PYGN01020658.1, Total Length: 1824
Chromosome: PYGN01017490.1, Total Length: 4243
Chromosome: PYGN01019962.1, Total Length: 8356
Chromosome: PYGN01000615.1, Total Length: 768411
Chromosome: PYGN01007674.1, Total Length: 5236
Chromosome: PYGN01019292.1, Total Length: 8964
Chromosome: PYGN01020273.1, Total Length: 1450
Chromosome: PYGN01002423.1, Total Length: 67349
Chromosome: PYGN01002600.1, Total Length: 43790
Chromosome: PYGN01008882.1, Total Length: 10116
Chromosome: PYGN01009941.1, Total Length: 9845
Chromosome: PYGN01016866.1, Total Length: 2267
Chromosome: PYGN01022338.1, Total Length: 2195
Chromosome: PYGN01001965.1, Total Length: 209063
Chromosome: PYGN01023039.1, Total Length: 1785
Chromosome: PYGN01013784.1, Total Length: 1593
Chromosome: PYGN01019379.1, Total Length: 1151
Chromosome: PYGN01010513.1, Total Length: 8872
Chromosome: PYGN01011229.1, Total Length: 3512
Chromosome: PYGN01022340.1, Total Length: 1884
Chromosome: PYGN01004913.1, Total Length: 13222
Chromosome: PYGN01022956.1, Total Length: 1349
Chromosome: PYGN01008888.1, Total Length: 9491
Chromosome: PYGN01023589.1, Total Length: 1904
Chromosome: PYGN01021505.1, Total Length: 2251
Chromosome: PYGN01001122.1, Total Length: 329436
Chromosome: PYGN01006473.1, Total Length: 4714
Chromosome: PYGN01009940.1, Total Length: 3576
Chromosome: PYGN01012779.1, Total Length: 4135
Chromosome: PYGN01021720.1, Total Length: 1224
Chromosome: PYGN01019608.1, Total Length: 1639
Chromosome: PYGN01024471.1, Total Length: 1221
Chromosome: PYGN01002093.1, Total Length: 95009
Chromosome: PYGN01012718.1, Total Length: 4111
Chromosome: PYGN01009276.1, Total Length: 3410
Chromosome: PYGN01017227.1, Total Length: 3515
Chromosome: PYGN01015487.1, Total Length: 6801
Chromosome: PYGN01006934.1, Total Length: 12368
Chromosome: PYGN01018410.1, Total Length: 2588
Chromosome: PYGN01017798.1, Total Length: 3938
Chromosome: PYGN01008298.1, Total Length: 7354
Chromosome: PYGN01000678.1, Total Length: 715851
Chromosome: PYGN01000449.1, Total Length: 1206020
Chromosome: PYGN01014445.1, Total Length: 4136
Chromosome: PYGN01008929.1, Total Length: 12333
Chromosome: PYGN01015838.1, Total Length: 2853
Chromosome: PYGN01023299.1, Total Length: 4182
Chromosome: PYGN01020816.1, Total Length: 1166
Chromosome: PYGN01013805.1, Total Length: 3117
Chromosome: PYGN01021301.1, Total Length: 1954
Chromosome: PYGN01001893.1, Total Length: 116957
Chromosome: PYGN01008395.1, Total Length: 8011
Chromosome: PYGN01011553.1, Total Length: 6532
Chromosome: PYGN01017530.1, Total Length: 3900
Chromosome: PYGN01011550.1, Total Length: 7166
Chromosome: PYGN01024434.1, Total Length: 1122
Chromosome: PYGN01004007.1, Total Length: 22225
Chromosome: PYGN01004650.1, Total Length: 23743
Chromosome: PYGN01005896.1, Total Length: 12260
Chromosome: PYGN01022453.1, Total Length: 1265
Chromosome: PYGN01001574.1, Total Length: 246233
Chromosome: PYGN01011254.1, Total Length: 18546
Chromosome: PYGN01024046.1, Total Length: 1156
Chromosome: PYGN01015619.1, Total Length: 4043
Chromosome: PYGN01000360.1, Total Length: 695648
Chromosome: PYGN01015270.1, Total Length: 3996
Chromosome: PYGN01005286.1, Total Length: 17605
Chromosome: PYGN01006242.1, Total Length: 16897
Chromosome: PYGN01024341.1, Total Length: 1208
Chromosome: PYGN01013606.1, Total Length: 3872
Chromosome: PYGN01003362.1, Total Length: 24437
Chromosome: PYGN01013033.1, Total Length: 6391
Chromosome: PYGN01019667.1, Total Length: 1137
Chromosome: PYGN01012444.1, Total Length: 4294
Chromosome: PYGN01012209.1, Total Length: 18395
Chromosome: PYGN01021082.1, Total Length: 1655
Chromosome: PYGN01007098.1, Total Length: 13785
Chromosome: PYGN01015079.1, Total Length: 4210
Chromosome: PYGN01020007.1, Total Length: 1747
Chromosome: PYGN01012920.1, Total Length: 2420
Chromosome: PYGN01000142.1, Total Length: 1058277
Chromosome: PYGN01004205.1, Total Length: 30028
Chromosome: PYGN01004940.1, Total Length: 15184
Chromosome: PYGN01001411.1, Total Length: 271147
Chromosome: PYGN01006835.1, Total Length: 8249
Chromosome: PYGN01004053.1, Total Length: 11603
Chromosome: PYGN01000470.1, Total Length: 904190
Chromosome: PYGN01006533.1, Total Length: 9193
Chromosome: PYGN01007486.1, Total Length: 6296
Chromosome: PYGN01004498.1, Total Length: 11573
Chromosome: PYGN01020979.1, Total Length: 4032
Chromosome: PYGN01009104.1, Total Length: 5200
Chromosome: PYGN01001289.1, Total Length: 618755
Chromosome: PYGN01002855.1, Total Length: 34893
Chromosome: PYGN01005272.1, Total Length: 15731
Chromosome: PYGN01017157.1, Total Length: 1885
Chromosome: PYGN01022735.1, Total Length: 1085
Chromosome: PYGN01008116.1, Total Length: 9580
Chromosome: PYGN01023759.1, Total Length: 5463
Chromosome: PYGN01014226.1, Total Length: 2762
Chromosome: PYGN01013402.1, Total Length: 4095
Chromosome: PYGN01001212.1, Total Length: 489504
Chromosome: PYGN01012739.1, Total Length: 2970
Chromosome: PYGN01000628.1, Total Length: 516529
Chromosome: PYGN01009248.1, Total Length: 6922
Chromosome: PYGN01003745.1, Total Length: 10214
Chromosome: PYGN01000921.1, Total Length: 409837
Chromosome: PYGN01013243.1, Total Length: 4947
Chromosome: PYGN01002040.1, Total Length: 28904
Chromosome: PYGN01020877.1, Total Length: 1629
Chromosome: PYGN01019736.1, Total Length: 1709
Chromosome: PYGN01022013.1, Total Length: 1509
Chromosome: PYGN01001395.1, Total Length: 396532
